"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","delayed"
2007,3,25,7,1229,1230,1509,1520,"B6",193,"N587JB",160,170,124,-11,-1,"JFK","LAS",2248,12,24,0,,0,0,0,0,0,0,"NO"
2007,3,28,3,1846,1840,2003,2000,"B6",147,"N643JB",77,80,58,3,6,"BTV","JFK",267,10,9,0,,0,0,0,0,0,0,"NO"
2007,3,28,3,1935,1935,2230,2228,"B6",1208,"N198JB",175,173,159,2,0,"MCO","BOS",1121,4,12,0,,0,0,0,0,0,0,"NO"
2007,3,31,6,1223,1120,1541,1435,"B6",1044,"N203JB",198,195,179,66,63,"BNA","JFK",766,3,16,0,,0,14,0,3,0,49,"YES"
2007,3,31,6,1026,1015,1327,1320,"B6",133,"N591JB",181,185,147,7,11,"JFK","RSW",1074,5,29,0,,0,0,0,0,0,0,"NO"
2007,3,23,5,1029,1040,1302,1325,"CO",1655,"N33637",153,165,132,-23,-11,"DAB","EWR",884,5,16,0,,0,0,0,0,0,0,"NO"
2007,3,1,4,1130,1130,1411,1413,"CO",1593,"N57855",161,163,126,-2,0,"MCO","EWR",938,12,23,0,,0,0,0,0,0,0,"NO"
2007,3,6,2,654,655,751,752,"CO",1658,"N33289",57,57,38,-1,-1,"SAT","IAH",191,6,13,0,,0,0,0,0,0,0,"NO"
2007,3,13,2,702,630,821,808,"CO",1563,"N72405",139,158,120,13,32,"RSW","IAH",861,7,12,0,,0,0,0,0,0,0,"YES"
2007,3,10,6,2125,2100,2236,2232,"CO",299,"N76269",131,152,110,4,25,"IAH","DEN",861,5,16,0,,0,0,0,0,0,0,"YES"
2007,3,26,1,533,538,803,830,"CO",1677,"N26226",210,232,183,-27,-5,"PHL","IAH",1324,14,13,0,,0,0,0,0,0,0,"NO"
2007,3,20,2,1645,1510,2015,1833,"CO",1182,"N14655",150,143,94,102,95,"ORD","EWR",719,12,44,0,,0,0,0,102,0,0,"YES"
2007,3,18,7,710,710,1407,1406,"CO",280,"N33284",237,236,213,1,0,"LAS","CLE",1825,8,16,0,,0,0,0,0,0,0,"NO"
2007,3,27,2,615,620,754,814,"CO",1891,"N27610",159,174,136,-20,-5,"MIA","IAH",964,6,17,0,,0,0,0,0,0,0,"NO"
2007,3,9,5,1643,1625,1939,1921,"CO",392,"N77865",176,176,130,18,18,"EWR","MCO",938,6,40,0,,0,1,0,0,0,17,"YES"
2007,3,20,2,1530,1530,1754,1757,"CO",1039,"N37281",144,147,124,-3,0,"CLE","MCO",895,5,15,0,,0,0,0,0,0,0,"NO"
2007,3,2,5,2044,2045,6,2354,"CO",501,"N37409",202,189,161,12,-1,"EWR","FLL",1065,7,34,0,,0,0,0,0,0,0,"NO"
2007,3,18,7,1119,1120,1329,1344,"CO",489,"N10323",250,264,231,-15,-1,"IAH","SJC",1608,5,14,0,,0,0,0,0,0,0,"NO"
2007,3,25,7,1205,1212,1823,1815,"CO",1546,"N37408",258,243,232,8,-7,"PDX","IAH",1825,10,16,0,,0,0,0,0,0,0,"NO"
2007,3,1,4,1135,1135,1315,1315,"CO",1487,"N13138",160,160,140,0,0,"MCO","IAH",853,5,15,0,,0,0,0,0,0,0,"NO"
2007,3,27,2,1625,1630,1748,1740,"CO",1570,"N12327",83,70,41,8,-5,"DFW","IAH",224,23,19,0,,0,0,0,0,0,0,"NO"
2007,3,31,6,929,930,1611,1608,"CO",368,"N12216",222,218,205,3,-1,"PHX","CLE",1737,4,13,0,,0,0,0,0,0,0,"NO"
2007,3,27,2,639,645,1438,1428,"CO",569,"N37253",299,283,271,10,-6,"LAS","EWR",2227,8,20,0,,0,0,0,0,0,0,"NO"
2007,3,27,2,1518,1525,1603,1626,"CO",1706,"N14704",45,61,28,-23,-7,"AUS","IAH",140,6,11,0,,0,0,0,0,0,0,"NO"
2007,3,27,2,1607,1605,2045,2041,"CO",210,"N18243",218,216,182,4,2,"IAH","EWR",1400,11,25,0,,0,0,0,0,0,0,"NO"
2007,3,2,5,2232,1800,127,2125,"CO",1174,"N14668",115,145,89,242,272,"ORD","EWR",719,6,20,0,,0,0,24,0,0,218,"YES"
2007,3,4,7,740,740,1321,1325,"CO",1444,"N24202",221,225,199,-4,0,"SFO","IAH",1635,10,12,0,,0,0,0,0,0,0,"NO"
2007,3,24,6,1208,1215,1737,1747,"CO",128,"N18223",209,212,189,-10,-7,"RNO","IAH",1530,8,12,0,,0,0,0,0,0,0,"NO"
2007,3,14,3,1738,1740,2007,2014,"CO",228,"N37293",269,274,234,-7,-2,"EWR","DEN",1605,8,27,0,,0,0,0,0,0,0,"NO"
2007,3,19,1,1628,1530,1754,1705,"CO",1191,"N11656",86,95,63,49,58,"BOS","EWR",200,10,13,0,,0,0,0,49,0,0,"YES"
2007,3,25,7,1745,1745,2043,2056,"CO",1800,"N14107",178,191,144,-13,0,"FLL","EWR",1065,10,24,0,,0,0,0,0,0,0,"NO"
2007,3,22,4,1601,1605,1652,1715,"CO",1602,"N38403",51,70,30,-23,-4,"AUS","IAH",140,10,11,0,,0,0,0,0,0,0,"NO"
2007,3,11,7,749,755,1437,1433,"CO",368,"N18223",228,218,211,4,-6,"PHX","CLE",1737,4,13,0,,0,0,0,0,0,0,"NO"
2007,3,1,4,1140,1141,1246,1245,"DL",362,"N907DA",126,124,100,1,-1,"SLC","PDX",630,5,21,0,,0,0,0,0,0,0,"NO"
2007,3,2,5,908,840,1103,1027,"DL",551,"N647DL",295,287,274,36,28,"ATL","ONT",1900,4,17,0,,0,28,0,8,0,0,"YES"
2007,3,2,5,1427,1415,1550,1528,"DL",661,"N910DL",143,133,121,22,12,"ATL","IAH",689,5,17,0,,0,0,0,10,0,12,"NO"
2007,3,3,6,2021,2020,2241,2244,"DL",1774,"N634DL",320,324,295,-3,1,"FLL","LAS",2174,6,19,0,,0,0,0,0,0,0,"NO"
2007,3,3,6,746,745,1020,1041,"DL",1895,"N957DL",154,176,131,-21,1,"FLL","LGA",1076,9,14,0,,0,0,0,0,0,0,"NO"
2007,3,4,7,1836,1829,2100,2045,"DL",1003,"N904DL",144,136,104,15,7,"ATL","ROC",749,10,30,0,,0,5,0,8,0,2,"NO"
2007,3,5,1,909,910,1043,1058,"DL",571,"N641DL",274,288,251,-15,-1,"ATL","SAN",1891,2,21,0,,0,0,0,0,0,0,"NO"
2007,3,6,2,804,800,1610,1619,"DL",148,"N640DL",306,319,274,-9,4,"LAX","JFK",2475,12,20,0,,0,0,0,0,0,0,"NO"
2007,3,6,2,1643,1645,1819,1836,"DL",1583,"N372DA",276,291,259,-17,-2,"CVG","SAN",1865,3,14,0,,0,0,0,0,0,0,"NO"
2007,3,6,2,2009,2005,2319,2255,"DL",1822,"N953DL",190,170,158,24,4,"PBI","LGA",1035,11,21,0,,0,0,0,24,0,0,"NO"
2007,3,8,4,1707,1710,1903,1906,"DL",496,"N927DA",116,116,90,-3,-3,"ATL","BWI",576,4,22,0,,0,0,0,0,0,0,"NO"
2007,3,8,4,1510,1510,1756,1807,"DL",1062,"N913DN",106,117,83,-11,0,"SEA","SLC",689,5,18,0,,0,0,0,0,0,0,"NO"
2007,3,8,4,1804,1640,1920,1756,"DL",1071,"N930DL",76,76,53,84,84,"CHS","ATL",259,10,13,0,,0,0,0,0,0,84,"YES"
2007,3,8,4,739,740,928,923,"DL",1143,"N668DN",109,103,71,5,-1,"RIC","ATL",481,9,29,0,,0,0,0,0,0,0,"NO"
2007,3,10,6,1900,1908,2053,2100,"DL",1149,"N646DL",113,112,87,-7,-8,"PBI","ATL",545,13,13,0,,0,0,0,0,0,0,"NO"
2007,3,11,7,734,735,1010,1017,"DL",898,"N939DL",156,162,137,-7,-1,"MCO","BDL",1050,5,14,0,,0,0,0,0,0,0,"NO"
2007,3,11,7,1920,1920,2255,2237,"DL",1771,"N920DL",215,197,177,18,0,"FLL","BOS",1237,8,30,0,,0,0,0,18,0,0,"NO"
2007,3,13,2,1339,1345,1602,1559,"DL",1144,"N615DL",143,134,118,3,-6,"ATL","LGA",761,7,18,0,,0,0,0,0,0,0,"NO"
2007,3,15,4,1831,1830,2024,2019,"DL",1186,"N671DN",113,109,85,5,1,"ATL","RSW",515,6,22,0,,0,0,0,0,0,0,"NO"
2007,3,15,4,1500,1500,1812,1812,"DL",1485,"N997DL",192,192,148,0,0,"LGA","FLL",1076,4,40,0,,0,0,0,0,0,0,"NO"
2007,4,1,7,1412,1415,1539,1545,"WN",1024,"N526SW",87,90,74,-6,-3,"SAN","SMF",480,3,10,0,,0,0,0,0,0,0,"NO"
2007,4,2,1,1726,1725,1808,1815,"WN",602,"N384SW",42,50,30,-7,1,"BWI","ORF",159,3,9,0,,0,0,0,0,0,0,"NO"
2007,4,2,1,1333,1330,1852,1900,"WN",1554,"N700GS",199,210,185,-8,3,"LAS","MDW",1521,4,10,0,,0,0,0,0,0,0,"NO"
2007,4,2,1,1201,1155,1406,1355,"WN",1082,"N513SW",65,60,44,11,6,"MDW","DTW",229,7,14,0,,0,0,0,0,0,0,"NO"
2007,4,2,1,1625,1630,1748,1755,"WN",2138,"N685SW",83,85,71,-7,-5,"MHT","BWI",377,2,10,0,,0,0,0,0,0,0,"NO"
2007,4,2,1,720,720,826,840,"WN",2947,"N444WN",66,80,52,-14,0,"SLC","DEN",391,6,8,0,,0,0,0,0,0,0,"NO"
2007,4,3,2,807,810,1027,1040,"WN",2281,"N330SW",80,90,69,-13,-3,"BNA","DTW",457,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,3,2,2017,2000,2113,2055,"WN",56,"N520SW",56,55,41,18,17,"HOU","DAL",239,3,12,0,,0,0,17,1,0,0,"YES"
2007,4,3,2,847,850,943,950,"WN",2121,"N436WN",56,60,45,-7,-3,"LAS","BUR",223,2,9,0,,0,0,0,0,0,0,"NO"
2007,4,3,2,939,940,1037,1040,"WN",433,"N237WN",58,60,40,-3,-1,"MCO","FLL",178,3,15,0,,0,0,0,0,0,0,"NO"
2007,4,3,2,2037,2025,2209,2140,"WN",82,"N720WN",92,75,49,29,12,"PHL","MHT",290,5,38,0,,0,0,0,17,0,12,"NO"
2007,4,3,2,1530,1505,1812,1755,"WN",693,"N392SW",162,170,146,17,25,"SEA","PHX",1107,6,10,0,,0,17,0,0,0,0,"YES"
2007,4,4,3,631,630,721,720,"WN",1059,"N734SA",50,50,38,1,1,"AUS","DAL",189,2,10,0,,0,0,0,0,0,0,"NO"
2007,4,4,3,1739,1730,1843,1840,"WN",792,"N384SW",64,70,51,3,9,"BWI","ALB",288,3,10,0,,0,0,0,0,0,0,"NO"
2007,4,4,3,841,840,940,945,"WN",706,"N657SW",59,65,50,-5,1,"OAK","BUR",325,2,7,0,,0,0,0,0,0,0,"NO"
2007,4,4,3,1620,1620,1727,1730,"WN",2587,"N353SW",67,70,53,-3,0,"SAN","LAS",258,6,8,0,,0,0,0,0,0,0,"NO"
2007,4,4,3,2105,2055,2207,2210,"WN",890,"N799SW",62,75,54,-3,10,"SNA","SJC",342,2,6,0,,0,0,0,0,0,0,"NO"
2007,4,5,4,1752,1750,1903,1900,"WN",316,"N657SW",71,70,49,3,2,"BUR","OAK",325,10,12,0,,0,0,0,0,0,0,"NO"
2007,4,5,4,1427,1405,1525,1505,"WN",2296,"N608SW",58,60,47,20,22,"DAL","SAT",248,2,9,0,,0,9,0,0,0,11,"YES"
2007,4,5,4,1708,1700,1806,1755,"WN",44,"N351SW",58,55,41,11,8,"HOU","DAL",239,3,14,0,,0,0,0,0,0,0,"NO"
2007,4,5,4,1648,1635,1923,1915,"WN",1606,"N679AA",95,100,83,8,13,"OAK","SLC",588,2,10,0,,0,0,0,0,0,0,"NO"
2007,4,6,5,1936,1940,2146,2155,"WN",1830,"N223WN",130,135,119,-9,-4,"BNA","AUS",756,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,6,5,1952,1945,2037,2035,"WN",2128,"N222WN",45,50,33,2,7,"DAL","AUS",189,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,6,5,2145,2150,2307,2305,"WN",2149,"N216WR",82,75,69,2,-5,"ONT","OAK",361,5,8,0,,0,0,0,0,0,0,"NO"
2007,4,7,6,1129,1130,1342,1400,"WN",905,"N782SA",133,150,116,-18,-1,"PBI","BWI",883,2,15,0,,0,0,0,0,0,0,"NO"
2007,4,7,6,1144,1145,1318,1330,"WN",1726,"N603SW",94,105,82,-12,-1,"RNO","PHX",601,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,8,7,1230,1145,1327,1245,"WN",636,"N628SW",57,60,44,42,45,"BWI","ISP",220,4,9,0,,0,5,0,0,0,37,"YES"
2007,4,8,7,1334,1335,1445,1450,"WN",456,"N251WN",71,75,60,-5,-1,"HOU","OKC",419,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,8,7,2029,1955,2316,2245,"WN",2512,"N408WN",107,110,92,31,34,"MDW","ALB",717,4,11,0,,0,31,0,0,0,0,"YES"
2007,4,8,7,2010,2015,2131,2145,"WN",1216,"N456WN",141,150,124,-14,-5,"MDW","DEN",895,5,12,0,,0,0,0,0,0,0,"NO"
2007,4,8,7,2147,2135,2256,2250,"WN",3004,"N688SW",69,75,59,6,12,"SMF","LAS",397,5,5,0,,0,0,0,0,0,0,"NO"
2007,4,9,1,2112,2040,2215,2145,"WN",63,"N398SW",63,65,50,30,32,"BWI","ALB",288,4,9,0,,0,1,0,0,0,29,"YES"
2007,4,9,1,2052,2050,2203,2205,"WN",321,"N623SW",71,75,63,-2,2,"LAX","SMF",373,3,5,0,,0,0,0,0,0,0,"NO"
2007,4,9,1,1226,1215,1408,1400,"WN",308,"N209WN",222,225,207,8,11,"MCI","PDX",1481,3,12,0,,0,0,0,0,0,0,"NO"
2007,4,9,1,1449,1455,1814,1805,"WN",58,"N261WN",205,190,179,9,-6,"MHT","MCO",1142,5,21,0,,0,0,0,0,0,0,"NO"
2007,4,9,1,1628,1625,1721,1725,"WN",1134,"N386SW",173,180,157,-4,3,"OMA","LAS",1099,4,12,0,,0,0,0,0,0,0,"NO"
2007,4,9,1,1130,1130,1401,1400,"WN",1461,"N323SW",91,90,80,1,0,"PHX","SLC",507,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,11,3,1824,1820,2108,2115,"WN",2968,"N729SW",344,355,325,-7,4,"BWI","LAX",2329,11,8,0,,0,0,0,0,0,0,"NO"
2007,4,11,3,655,655,905,910,"WN",287,"N315SW",130,135,115,-5,0,"CMH","TPA",829,6,9,0,,0,0,0,0,0,0,"NO"
2007,4,11,3,710,715,850,850,"WN",1020,"N369SW",100,95,83,0,-5,"SAN","SMF",480,4,13,0,,0,0,0,0,0,0,"NO"
2007,4,11,3,906,905,1006,1015,"WN",1782,"N614SW",60,70,48,-9,1,"SAN","TUS",367,3,9,0,,0,0,0,0,0,0,"NO"
2007,4,12,4,724,725,934,940,"WN",1008,"N238WN",130,135,114,-6,-1,"IAD","MCO",758,5,11,0,,0,0,0,0,0,0,"NO"
2007,4,12,4,658,700,815,815,"WN",485,"N257WN",77,75,62,0,-2,"LAS","RNO",345,2,13,0,,0,0,0,0,0,0,"NO"
2007,4,12,4,723,725,756,755,"WN",2073,"N416WN",93,90,79,1,-2,"RDU","BNA",443,5,9,0,,0,0,0,0,0,0,"NO"
2007,4,12,4,1224,1210,1409,1400,"WN",789,"N768SW",105,110,95,9,14,"SMF","SEA",605,4,6,0,,0,0,0,0,0,0,"NO"
2007,4,12,4,1802,1750,1918,1905,"WN",640,"N451WN",76,75,62,13,12,"TUS","LAS",365,6,8,0,,0,0,0,0,0,0,"NO"
2007,4,13,5,705,710,815,830,"WN",601,"N687SW",130,140,118,-15,-5,"ALB","MDW",717,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,13,5,2326,1945,13,2030,"WN",60,"N501SW",47,45,35,223,221,"CRP","HOU",187,5,7,0,,0,0,0,2,0,221,"YES"
2007,4,13,5,1843,1815,1938,1920,"WN",2468,"N757LV",55,65,45,18,28,"PHX","LAS",256,4,6,0,,0,4,0,0,0,14,"YES"
2007,4,13,5,1346,1335,1731,1745,"WN",864,"N448WN",165,190,153,-14,11,"SAT","BWI",1407,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,14,6,1557,1600,1746,1755,"WN",770,"N513SW",109,115,91,-9,-3,"OAK","PHX",646,3,15,0,,0,0,0,0,0,0,"NO"
2007,4,14,6,934,935,958,1000,"WN",869,"N760SW",84,85,72,-2,-1,"PIT","MDW",402,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,15,7,2214,2055,2334,2205,"WN",2585,"N600WN",80,70,72,89,79,"ALB","BWI",288,1,7,0,,0,0,0,10,0,79,"YES"
2007,4,15,7,651,640,805,800,"WN",824,"N226WN",134,140,124,5,11,"BDL","MDW",777,3,7,0,,0,0,0,0,0,0,"NO"
2007,4,15,7,1528,1455,1814,1745,"WN",655,"N383SW",106,110,77,29,33,"LAS","BOI",520,3,26,0,,0,10,0,0,0,19,"YES"
2007,4,15,7,1821,1820,1935,1920,"WN",1935,"N317WN",74,60,47,15,1,"LAX","LAS",236,9,18,0,,0,0,0,15,0,0,"NO"
2007,4,15,7,1121,1120,1235,1235,"WN",772,"N626SW",74,75,61,0,1,"MDW","BNA",395,4,9,0,,0,0,0,0,0,0,"NO"
2007,4,16,1,1419,1345,1536,1455,"WN",291,"N355SW",77,70,69,41,34,"ALB","BWI",288,2,6,0,,0,11,0,7,0,23,"YES"
2007,4,16,1,1439,1430,1533,1530,"WN",33,"N417WN",54,60,43,3,9,"DAL","HOU",239,5,6,0,,0,0,0,0,0,0,"NO"
2007,4,16,1,1720,1630,1815,1725,"WN",311,"N735SA",55,55,46,50,50,"ONT","LAS",197,5,4,0,,0,0,7,0,0,43,"YES"
2007,4,16,1,1246,1235,1440,1435,"WN",2875,"N376SW",114,120,100,5,11,"PHX","OAK",646,7,7,0,,0,0,0,0,0,0,"NO"
2007,4,17,2,1923,1930,1953,2000,"WN",1138,"N604SW",90,90,79,-7,-7,"JAX","BNA",484,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,17,2,1228,1215,1723,1720,"WN",2510,"N376SW",175,185,168,3,13,"LAX","MCI",1363,2,5,0,,0,0,0,0,0,0,"NO"
2007,4,17,2,832,830,929,935,"WN",1235,"N510SW",57,65,44,-6,2,"MDW","STL",251,3,10,0,,0,0,0,0,0,0,"NO"
2007,4,17,2,1044,1045,1221,1225,"WN",824,"N475WN",97,100,74,-4,-1,"PHX","BUR",369,1,22,0,,0,0,0,0,0,0,"NO"
2007,4,17,2,1915,1920,2201,2205,"WN",1035,"N755SA",166,165,152,-4,-5,"RSW","ISP",1101,3,11,0,,0,0,0,0,0,0,"NO"
2007,4,17,2,1302,1300,1504,1510,"WN",460,"N775SW",302,310,289,-6,2,"TPA","LAS",1984,3,10,0,,0,0,0,0,0,0,"NO"
2007,4,18,3,1706,1700,1914,1900,"WN",1061,"N421LV",248,240,235,14,6,"BHM","PHX",1455,6,7,0,,0,0,0,0,0,0,"NO"
2007,4,18,3,2059,2045,2212,2200,"WN",105,"N392SW",73,75,57,12,14,"LAS","RNO",345,4,12,0,,0,0,0,0,0,0,"NO"
2007,4,18,3,755,750,957,955,"WN",554,"N735SA",62,65,46,2,5,"MDW","SDF",271,4,12,0,,0,0,0,0,0,0,"NO"
2007,4,18,3,1540,1540,1642,1645,"WN",107,"N689SW",62,65,48,-3,0,"OAK","BUR",325,4,10,0,,0,0,0,0,0,0,"NO"
2007,4,18,3,625,630,709,715,"WN",2653,"N606SW",44,45,28,-6,-5,"RSW","MCO",133,8,8,0,,0,0,0,0,0,0,"NO"
2007,4,18,3,1627,1625,1725,1725,"WN",2869,"N376SW",58,60,46,0,2,"SJC","BUR",296,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,19,4,1738,1740,1928,1940,"WN",535,"N406WN",110,120,101,-12,-2,"BHM","DAL",587,2,7,0,,0,0,0,0,0,0,"NO"
2007,4,19,4,1243,1240,1340,1350,"WN",866,"N252WN",117,130,100,-10,3,"ELP","LAX",714,6,11,0,,0,0,0,0,0,0,"NO"
2007,4,19,4,1528,1530,1659,1715,"WN",900,"N488WN",211,225,195,-16,-2,"HOU","LAX",1390,9,7,0,,0,0,0,0,0,0,"NO"
2007,4,19,4,1431,1435,1954,2015,"WN",2301,"N238WN",203,220,191,-21,-4,"SAN","BNA",1751,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,19,4,1825,1830,1918,1925,"WN",186,"N506SW",53,55,42,-7,-5,"SAT","DAL",248,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,20,5,1422,1420,1729,1735,"WN",755,"N763SW",127,135,112,-6,2,"MDW","ISP",765,4,11,0,,0,0,0,0,0,0,"NO"
2007,4,20,5,1345,1315,1823,1800,"WN",1192,"N620SW",158,165,150,23,30,"PHX","MSY",1301,2,6,0,,0,0,0,0,0,23,"YES"
2007,4,20,5,1120,1110,1648,1705,"WN",1227,"N229WN",208,235,198,-17,10,"RNO","MDW",1680,3,7,0,,0,0,0,0,0,0,"NO"
2007,4,20,5,1648,1650,1841,1850,"WN",2695,"N787SA",233,240,216,-9,-2,"TPA","ABQ",1497,6,11,0,,0,0,0,0,0,0,"NO"
2007,4,21,6,956,955,1049,1055,"WN",942,"N526SW",53,60,43,-6,1,"HRL","HOU",276,3,7,0,,0,0,0,0,0,0,"NO"
2007,4,21,6,1200,1200,1309,1315,"WN",2226,"N509SW",69,75,54,-6,0,"OAK","LAX",337,7,8,0,,0,0,0,0,0,0,"NO"
2007,4,22,7,1658,1650,1714,1715,"WN",2167,"N652SW",136,145,123,-1,8,"SAT","PHX",843,6,7,0,,0,0,0,0,0,0,"NO"
2007,4,22,7,907,910,1049,1055,"WN",2912,"N741SA",102,105,82,-6,-3,"SJC","PHX",621,8,12,0,,0,0,0,0,0,0,"NO"
2007,4,23,1,1425,1430,1550,1550,"WN",461,"N493WN",85,80,70,0,-5,"BNA","MDW",395,6,9,0,,0,0,0,0,0,0,"NO"
2007,4,23,1,1439,1440,1644,1655,"WN",848,"N227WN",65,75,55,-11,-1,"MDW","PIT",402,3,7,0,,0,0,0,0,0,0,"NO"
2007,4,23,1,1003,1005,1048,1105,"WN",2961,"N262WN",105,120,86,-17,-2,"SLC","LAX",590,5,14,0,,0,0,0,0,0,0,"NO"
2007,4,24,2,1007,1005,1047,1040,"WN",1052,"N301SW",100,95,80,7,2,"ABQ","LAS",487,4,16,0,,0,0,0,0,0,0,"NO"
2007,4,24,2,1612,1605,1808,1805,"WN",530,"N376SW",116,120,105,3,7,"PHX","SMF",647,4,7,0,,0,0,0,0,0,0,"NO"
2007,4,24,2,757,755,944,955,"WN",3220,"N386SW",167,180,156,-11,2,"TPA","MCI",1048,3,8,0,,0,0,0,0,0,0,"NO"
2007,4,25,3,1147,1150,1246,1255,"WN",796,"N354SW",59,65,47,-9,-3,"BWI","BDL",283,3,9,0,,0,0,0,0,0,0,"NO"
2007,4,25,3,1125,1125,1243,1225,"WN",860,"N358SW",138,120,122,18,0,"BWI","MDW",611,4,12,0,,0,0,0,18,0,0,"NO"
2007,4,25,3,923,920,1252,1250,"WN",930,"N756SA",149,150,131,2,3,"MDW","MCO",989,5,13,0,,0,0,0,0,0,0,"NO"
2007,4,25,3,835,835,1534,1545,"WN",946,"N478WN",239,250,220,-11,0,"PHX","RDU",1891,10,9,0,,0,0,0,0,0,0,"NO"
2007,4,26,4,908,735,1004,835,"WN",1628,"N335SW",56,60,42,89,93,"HOU","HRL",276,2,12,0,,0,0,89,0,0,0,"YES"
2007,4,26,4,622,625,727,735,"WN",2271,"N227WN",125,130,104,-8,-3,"PHL","MDW",668,5,16,0,,0,0,0,0,0,0,"NO"
2007,4,27,5,725,720,1000,1000,"WN",283,"N429WN",155,160,141,0,5,"BUF","MCO",1011,6,8,0,,0,0,0,0,0,0,"NO"
2007,4,27,5,1227,1230,1542,1540,"WN",1214,"N231WN",135,130,117,2,-3,"DEN","MDW",895,5,13,0,,0,0,0,0,0,0,"NO"
2007,4,27,5,1405,1240,1515,1400,"WN",811,"N746SW",70,80,52,75,85,"FLL","JAX",318,4,14,0,,0,4,0,0,0,71,"YES"
2007,4,27,5,2019,2025,2231,2235,"WN",2151,"N238WN",192,190,166,-4,-6,"FLL","MDW",1166,4,22,0,,0,0,0,0,0,0,"NO"
2007,4,28,6,1621,1620,1902,1905,"WN",978,"N334SW",101,105,88,-3,1,"ELP","HOU",677,5,8,0,,0,0,0,0,0,0,"NO"
2007,4,28,6,1556,1555,1808,1820,"WN",347,"N364SW",132,145,117,-12,1,"LAS","GEG",806,2,13,0,,0,0,0,0,0,0,"NO"
2007,4,28,6,943,935,1049,1100,"WN",1137,"N414WN",66,85,48,-11,8,"PHL","PIT",267,5,13,0,,0,0,0,0,0,0,"NO"
2007,4,29,7,1618,1610,1821,1815,"WN",2996,"N506SW",63,65,44,6,8,"MDW","DTW",229,6,13,0,,0,0,0,0,0,0,"NO"
2007,4,29,7,1748,1735,1920,1925,"WN",1014,"N472WN",212,230,193,-5,13,"MDW","PHX",1444,5,14,0,,0,0,0,0,0,0,"NO"
2007,4,29,7,1701,1700,1821,1815,"WN",189,"N612SW",80,75,63,6,1,"OAK","LAX",337,9,8,0,,0,0,0,0,0,0,"NO"
2007,4,29,7,1251,1255,1538,1545,"WN",749,"N417WN",167,170,149,-7,-4,"SEA","PHX",1107,7,11,0,,0,0,0,0,0,0,"NO"
2007,4,29,7,2057,2040,2213,2155,"WN",1091,"N300SW",76,75,64,18,17,"SJC","SAN",417,3,9,0,,0,6,0,1,0,11,"YES"
2007,4,29,7,959,1000,1120,1125,"WN",82,"N234WN",81,85,63,-5,-1,"SMF","LAX",373,5,13,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,1138,1135,1318,1345,"WN",2542,"N756SA",220,250,208,-27,3,"BNA","LAS",1588,4,8,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,1307,1240,1411,1350,"WN",866,"N413WN",124,130,104,21,27,"ELP","LAX",714,6,14,0,,0,0,0,0,0,21,"YES"
2007,4,30,1,620,620,1159,1210,"WN",1365,"N407WN",219,230,209,-11,0,"LAX","MDW",1750,3,7,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,951,955,1139,1215,"WN",743,"N222WN",288,320,261,-36,-4,"MCO","LAS",2039,18,9,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,1443,1425,1621,1605,"WN",1243,"N676SW",158,160,148,16,18,"MCO","MDW",989,2,8,0,,0,4,0,0,0,12,"YES"
2007,4,30,1,1003,955,1131,1135,"WN",1675,"N433LV",88,100,74,-4,8,"MDW","BHM",570,2,12,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,2107,2110,2309,2315,"WN",2639,"N222WN",62,65,47,-6,-3,"MDW","CLE",307,3,12,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,1447,1445,2046,2045,"WN",2639,"N222WN",239,240,225,1,2,"OAK","MDW",1844,4,10,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,2016,2015,2112,2125,"WN",471,"N286WN",56,70,41,-13,1,"PHL","PVD",238,3,12,0,,0,0,0,0,0,0,"NO"
2007,4,30,1,947,900,1124,1045,"WN",367,"N386SW",97,105,80,39,47,"RNO","PHX",601,8,9,0,,0,39,0,0,0,0,"YES"
2007,4,1,7,1548,1525,1723,1657,"XE",2944,"N26141",95,92,69,26,23,"IAH","MEM",469,6,20,0,,0,23,0,3,0,0,"YES"
